# Static lookup committed per brief s5.3/s6. Provenance: ITU-T E.212 allocations
# via the public mcc-mnc-table compilation (github.com/musalbas/mcc-mnc-table,
# scraped from mcc-mnc.com), fetched 2026-07-04. Factual allocation data.
# Where several networks share an MCC+MNC (MVNO aggregation codes), names are
# joined with ' / ' (first three kept).
mcc,mnc,operator_name
404,42,Aircel
404,43,Vodafone/Essar/Hutch
404,44,Spice
404,45,Bharti Airtel Limited (Karnataka) (India)
404,50,Reliance Telecom Private
404,51,BSNL
404,52,Reliance Telecom Private
404,53,BSNL
404,54,BSNL
404,55,BSNL
404,56,Escotel Mobile Communications
404,57,BSNL
404,58,BSNL
404,59,BSNL
404,60,Aircel Digilink India
404,62,BSNL
404,64,BSNL
404,66,BSNL
404,67,Reliance Telecom Private
404,68,Mahanagar Telephone Nigam
404,69,Mahanagar Telephone Nigam
404,70,Hexacom India
404,71,BSNL
404,72,BSNL
404,73,BSNL
404,74,BSNL
404,75,BSNL
404,76,BSNL
404,77,BSNL
404,78,Idea Cellular Ltd.
404,79,CellOne A&N
404,80,BSNL
404,81,BSNL
404,82,Escorts Telecom Ltd.
404,83,Reliable Internet Services
404,85,Reliance Telecom Private
404,86,Barakhamba Sales & Serv.
404,87,Escorts Telecom Ltd.
404,88,Escorts Telecom Ltd.
404,89,Escorts Telecom Ltd.
404,998,Fix Line
404,999,Various Networks
405,5,Fascel Limited
405,34,TATA / Karnataka
405,53,AirTel
405,87,Reliance Telecom Private
410,1,Jazz
410,3,Ufone
410,4,Zong
410,5,SCOM
410,6,Telenor
410,7,Jazz
410,8,Instaphone
410,299,Failed Calls / Warid
412,1,AWCC
412,3,WaselTelecom (WT)
412,20,Roshan
412,30,Etisalat
412,40,MTN
412,50,Etisalat
412,80,Mobifone
412,88,Mobifone
413,1,Mobitel Ltd.
413,2,MTN/Dialog
413,3,Etisalat/Tigo
413,5,Airtel
413,8,H3G Hutchison
414,1,Myanmar Post & Teleco.
414,5,Oreedoo
414,6,Telenor
414,9,Mytel (Myanmar
414,999,Fix Line (Myanmar
415,1,MIC1 (Alfa)
415,3,MIC2/LibanCell/MTC
415,32,Cellis
415,33,Cellis
415,34,FTML Cellis
415,35,Cellis
415,36,MIC2/LibanCell/MTC
415,37,MIC2/LibanCell/MTC
415,38,MIC2/LibanCell/MTC
415,39,MIC2/LibanCell/MTC
416,1,Zain
416,2,Xpress
416,3,Umniah
416,77,Orange
416,999,Fix Line
417,1,Syriatel Holdings
417,2,MTN/Spacetel
417,9,Syriatel Holdings
418,5,Asia Cell
418,8,Sanatel
418,20,Zain
418,30,Orascom Telecom / Zain
418,40,Korek
418,45,Mobitel
418,66,Fastlink
418,82,Korek
418,92,Itisaluna and Kalemat
419,2,Zain
419,3,Ooredoo
419,4,Viva
419,999,Fix Line
420,1,STC/Al Jawal
420,3,Etihad/Etisalat/Mobily
420,4,Zain
420,5,Virgin Mobile
420,6,Lebara Mobile
420,7,Zain
421,1,Sabaphone
421,2,MTN/Spacetel
421,3,Yemen Mob. CDMA
421,4,HITS/Y Unitel
421,999,Fix Line
422,2,Oman Mobile/GTO
422,3,Nawras
424,2,Etisalat
424,3,DU
425,1,Orange
425,2,Cellcom
425,3,Pelephone
425,5,Jawwal
425,6,Ooredoo
425,7,Hot Mobile
425,8,Golan Telecom
425,9,We4G
425,12,Pelephone
425,13,Ituran
425,14,YouPhone
425,15,Home Cellular
425,16,Rami Levy Communications
425,17,Von waves
425,19,019 Mobile / Telzar/AZI
425,22,Maskyoo
425,23,Beezz
425,77,Hot Mobile
425,299,Annatel Mobile / Bynet / Cellact
426,1,Batelco
426,2,Zain
426,4,VIVA
426,5,Royal Court
426,299,Failed Calls
426,999,Fix Line
427,1,Ooredoo/Qtel
427,2,Vodafone
428,0,Skytel Co. Ltd
428,88,Unitel
428,91,Skytel Co. Ltd
428,98,G-Mobile Corporation Ltd
428,99,Mobicom
429,1,NT Mobile / Namaste
429,2,Ncell
429,4,Smart Cell
429,999,Fix Line
430,2,Etisalat
431,2,Etisalat
432,11,MCI/TCI
432,14,TKC/KFZO
432,19,Mobile Telecommunications Company of Esfahan JV-PJS (MTCE)
432,20,Rightel
432,32,Taliya
432,35,MTN/IranCell
432,70,MTCE
432,999,Fix Line
434,1,Buztel
434,2,Uzmacom
434,4,Bee Line/Unitel
434,5,Ucell/Coscom
434,7,MTS/Uzdunrobita
436,1,Tcell/JC Somoncom
436,2,CJSC Indigo Tajikistan
436,3,Megafon
436,4,Babilon-M
436,5,Bee Line
436,12,Tcell/JC Somoncom
437,1,Beeline
437,2,KT Mobile
437,3,Sem Mobile
437,5,MegaCom
437,9,O!
437,10,Saima
437,299,Failed Calls
438,1,MTS/Barash Communication
438,2,Altyn Asyr/TM-Cell
440,0,Y-Mobile / SoftBank
440,1,NTT DoCoMo / SoftBank
440,2,NTT DoCoMo
440,3,NTT DoCoMo
440,4,SoftBank
440,5,SoftBank
440,6,SoftBank
440,7,KDDI
440,8,KDDI
440,9,NTT DoCoMo
440,10,NTT DoCoMo
440,11,NTT DoCoMo / Rakuten Mobile
440,12,NTT DoCoMo
440,13,NTT DoCoMo
440,14,NTT DoCoMo
440,15,NTT DoCoMo
440,16,NTT DoCoMo
440,17,NTT DoCoMo
440,18,NTT DoCoMo
440,19,NTT DoCoMo
440,20,SoftBank
440,21,NTT DoCoMo / SoftBank
440,22,NTT DoCoMo
440,23,NTT DoCoMo
440,24,NTT DoCoMo
440,25,NTT DoCoMo
440,26,NTT DoCoMo
440,27,NTT DoCoMo
440,28,NTT DoCoMo
440,29,NTT DoCoMo
440,30,NTT DoCoMo
440,31,NTT DoCoMo
440,32,NTT DoCoMo
440,33,NTT DoCoMo
440,34,NTT DoCoMo
440,35,NTT DoCoMo
440,36,NTT DoCoMo
440,37,NTT DoCoMo
440,38,NTT DoCoMo
440,39,NTT DoCoMo
440,40,SoftBank
440,41,SoftBank
440,42,SoftBank
440,43,SoftBank
440,44,SoftBank
440,45,SoftBank
440,46,SoftBank
440,47,SoftBank
440,48,SoftBank
440,49,NTT DoCoMo
440,50,KDDI
440,51,KDDI
440,52,KDDI
440,53,KDDI
440,54,KDDI
440,55,KDDI
440,56,KDDI
440,58,NTT DoCoMo
440,60,NTT DoCoMo
440,61,NTT DoCoMo
440,62,NTT DoCoMo
440,63,NTT DoCoMo
440,64,NTT DoCoMo
440,65,NTT DoCoMo
440,66,NTT DoCoMo
440,67,NTT DoCoMo
440,68,NTT DoCoMo
440,69,NTT DoCoMo
440,70,KDDI
440,71,KDDI
440,72,KDDI
440,73,KDDI
440,74,KDDI
440,75,KDDI
440,76,KDDI
440,77,KDDI
440,78,Okinawa Cellular
440,79,KDDI
440,80,KDDI
440,81,KDDI
440,82,KDDI
440,83,KDDI
440,84,KDDI
440,85,KDDI
440,86,KDDI
440,87,NTT DoCoMo
440,88,KDDI
440,89,KDDI
440,90,SoftBank
440,92,SoftBank
440,93,SoftBank
440,94,SoftBank
440,95,SoftBank
440,96,SoftBank
440,97,SoftBank
440,98,SoftBank
440,99,NTT DoCoMo
441,40,NTT DoCoMo
441,41,NTT DoCoMo
441,42,NTT DoCoMo
441,43,NTT DoCoMo
441,44,NTT DoCoMo
441,45,NTT DoCoMo
441,61,SoftBank
441,62,SoftBank
441,63,SoftBank
441,64,SoftBank
441,65,SoftBank
441,70,KDDI
441,90,NTT DoCoMo
441,91,NTT DoCoMo
441,92,NTT DoCoMo
441,93,NTT DoCoMo
441,94,NTT DoCoMo
441,98,NTT DoCoMo
441,99,NTT DoCoMo
450,2,olleh / KT
450,3,SK Telecom
450,4,olleh / KT
450,5,SK Telecom
450,6,LG U+
450,7,KT Powertel
450,8,olleh / KT
450,11,SK Telecom
450,12,SK Telecom
450,299,Failed Calls
452,1,MobiFone
452,2,VinaPhone
452,3,S-Fone/Telecom
452,4,Viettel
452,5,Vietnamobile
452,6,Viettel
452,7,Gmobile
452,8,I-Telecom
452,9,Reddi
454,0,CSL Ltd.
454,1,Citic Telecom Ltd.
454,2,CSL Ltd.
454,3,H3G/Hutchinson
454,4,H3G/Hutchinson
454,5,H3G/Hutchinson
454,6,Vodafone/SmarTone
454,7,China Unicom Ltd
454,8,Truephone
454,9,China Motion
454,10,CSL/New World PCS Ltd.
454,11,China-HongKong Telecom Ltd (CHKTL)
454,12,China Mobile/Peoples
454,13,China Mobile/Peoples
454,14,H3G/Hutchinson
454,15,Vodafone/SmarTone
454,16,HKT/PCCW
454,17,Vodafone/SmarTone
454,18,CSL Ltd.
454,19,HKT/PCCW
454,20,HKT/PCCW
454,24,Multibyte Info Technology Ltd
454,28,China Mobile/Peoples
454,29,HKT/PCCW
454,31,CTExcel
454,40,shared by private TETRA systems
454,47,shared by private TETRA systems
455,0,Smartone Mobile
455,1,C.T.M. TELEMOVEL+
455,2,China Telecom
455,3,Hutchison Telephone Co. Ltd
455,4,C.T.M. TELEMOVEL+
455,5,Hutchison Telephone Co. Ltd
455,6,Smartone Mobile
456,1,Cellcard
456,2,Smart
456,3,QB/Cambodia Adv. Comms.
456,4,QB
456,5,Smart
456,6,Smart
456,8,Metfone
456,9,Sotelco/Beeline
456,11,Seatel
456,18,Cellcard
456,299,CooTel / MPTC
457,1,Lao Tel
457,2,ETL Mobile
457,3,UNITEL/LAT
457,8,Beeline/Tigo/Millicom
460,0,China Mobile GSM
460,1,China Unicom
460,2,China Mobile GSM
460,3,China Telecom
460,4,China Space Mobile Satellite Telecommunications Co. Ltd (China Spacecom)
460,5,China Telecom
460,6,China Unicom
460,7,China Mobile GSM
460,999,Fix Line
466,1,Far EasTone
466,2,Far EasTone
466,3,Far EasTone
466,5,Asia Pacific Telecom Co. Ltd (APT)
466,6,Far EasTone
466,7,Far EasTone
466,9,VMAX Telecom Co. Ltd
466,10,Global Mobile Corp.
466,11,Chunghwa Telecom LDM
466,56,International Telecom Co. Ltd (FITEL)
466,68,ACeS Taiwan - ACeS Taiwan Telecommunications Co Ltd
466,88,KG Telecom
466,89,T-Star/VIBO
466,90,T-Star/VIBO
466,92,Chunghwa Telecom LDM
466,93,Mobitai
466,97,Taiwan Cellular
466,99,TransAsia
467,192,Koryolink
467,193,Sun Net
467,299,Failed Calls / Kangsung Net
470,1,GrameenPhone
470,2,Airtel
470,3,Banglalink
470,4,TeleTalk
470,5,Citycell
470,6,Citycell
470,7,Airtel / Airtel/Warid
472,1,Dhiraagu/C&W
472,2,Ooredo/Wataniya
502,1,Art900
502,10,DiGi
502,11,Telekom Malaysia
502,12,Maxis
502,13,Celcom
502,14,Telekom Malaysia
502,16,DiGi
502,17,Maxis
502,18,U Mobile
502,19,Celcom
502,20,Electcoms Wireless Sdn Bhd
502,150,Tune Talk
502,151,Baraka Telecom Sdn Bhd
502,152,Yes
502,153,Webe Digital
502,154,TT dotCom
502,155,Samata Communications Sdn Bhd
502,156,Altel Communications
502,195,XOX Com
502,198,Celcom
502,299,MKN / Maxis Broadband / OCESB
502,999,Fix Line
505,1,Telstra
505,2,Optus
505,3,Vodafone
505,4,Department of Defense
505,5,The Ozitel Network Pty.
505,6,H3G Ltd. / Vodafone
505,7,Vodafone
505,8,Railcorp/Vodafone
505,9,Airnet Commercial Australia Ltd..
505,10,Norfolk Telecom
505,11,Telstra
505,12,H3G Ltd. / Vodafone
505,13,RailCorp / Railcorp/Vodafone
505,14,AAPT Ltd.
505,16,VicTrack
505,19,Lycamobile
505,24,Advanced Comm Tech Pty.
505,26,Sinch
505,30,Compatel
505,35,MessageBird
505,39,Telstra
505,50,Pivotel
505,71,Telstra
505,72,Telstra
505,88,Pivotel Group Ltd / Pivotel
505,90,Optus
505,99,Railcorp/Vodafone
505,299,ACMA / Get SIM / Symbio
505,999,Fix Line
510,0,PT Pasifik Satelit Nusantara (PSN)
510,1,Indosat/Satelindo/M3
510,7,Flexi (PT Telkom) (CDMA) / Telkomsel
510,8,Axis/Natrindo
510,9,PT Smartfren Telecom Tbk
510,10,Telkomsel
510,11,PT. Excelcom
510,21,Indosat/Satelindo/M3
510,27,PT Sampoerna Telekomunikasi Indonesia (STI)
510,28,PT Smartfren Telecom Tbk
510,89,H3G CP
510,99,Esia (PT Bakrie Telecom) (CDMA)
510,999,Fix Line
514,1,Telkomcel
514,2,Timor Telecom
514,3,Telemor
514,299,Failed Calls
514,999,Fix Line
515,1,Globe Telecom
515,2,Globe Telecom
515,3,Smart
515,5,SUN/Digitel
515,18,RED Mobile/Cure
515,88,Next Mobile
515,999,Fix Line
520,0,Hutch/CAT CDMA
520,1,AIS/Advanced Info Service
520,3,AIS/Advanced Info Service
520,4,True Move/Orange
520,5,Total Access (DTAC)
520,15,ACT Mobile
520,18,Total Access (DTAC)
520,20,ACeS Thailand - ACeS Regional Services Co Ltd
520,23,Digital Phone Co.
520,99,True Move/Orange
520,999,Fix Line
525,1,Singtel
525,2,Singtel
525,3,MobileOne Ltd
525,5,Starhub
525,6,Starhub
525,7,Singtel
525,12,GRID Communications Pte Ltd
525,999,Fix Line
528,1,Telekom Brunei Bhd (TelBru)
528,2,b-mobile
528,11,Datastream (DTSCom)
530,1,Vodafone
530,2,Spark Mobile
530,3,Walker Wireless Ltd.
530,4,Telstra
530,5,Spark Mobile
530,24,2degrees
530,28,2degrees
530,999,Fix Line
537,1,Pacific Mobile
537,2,GreenCom PNG Ltd
537,3,Digicel
537,999,Fix Line
539,1,Tonga Communications
539,43,Shoreline Communication
539,88,Digicel
539,999,Fix Line
540,1,BREEZE
540,2,bemobile
540,10,BREEZE
541,1,SMILE
541,5,DigiCel
542,1,Vodafone
542,2,DigiCell
543,1,Manuia
543,299,Failed Calls
544,11,BlueSky
544,780,ASTCA Mobile
545,9,Kiribati Frigate
546,1,OPT Mobilis
547,15,Pacific Mobile Telecom (PMT)
547,20,Vini/Tikiphone
548,1,Vodafone / Bluesky
549,1,Telecom Samoa Cellular Ltd.
549,27,Samoatel Mobile
549,999,Fix Line
550,1,FSM Telecommunications Corp.
551,299,Failed Calls / MINTA
552,1,Palau National Communications Corp. (PNCC) (Palau
552,2,PECI/PalauTel (Palau
552,80,Palau Mobile Corp. (PMC) (Palau
553,1,Tuvalu Telecommunication Corporation (TTC)
555,1,Niue Telecom
602,1,Orange
602,2,Vodafone
602,3,Etisalat
602,4,WE
602,299,Failed Calls
603,1,Mobilis
603,2,Djezzy
603,3,Ooredoo
604,0,Orange
604,1,IAM
604,2,inwi
604,4,Al Houria Telecom
604,5,inwi
604,6,IAM
604,99,Al Houria Telecom
605,1,Orange
605,2,TT Mobile
605,3,Ooredoo
605,6,Lycamobile
605,999,Fix Line
606,0,Libyana
606,1,Al-Madar
606,2,Al-Madar
606,3,LibyaPhone Mobile
606,6,Hatef
607,1,Gamcel
607,2,Africel
607,3,Comium
607,4,QCell
608,1,Orange
608,2,Free
608,3,Expresso
608,4,HAYO
608,299,2s Mobile / Promobile
609,1,Mattel
609,2,Chinguitel
609,10,Mauritel
610,1,Malitel
610,2,Orange
610,3,Telecel
611,1,Orange
611,2,SotelGui
611,3,Intercel
611,4,MTN
611,5,Cellcom
612,1,Comstar
612,2,Moov
612,3,Orange
612,4,Comium
612,5,MTN
612,6,OriCell
612,7,Aircomm SA
613,1,Telmob
613,2,Orange
613,3,Telecel
614,1,Niger Telecoms
614,2,Airtel
614,3,Moov
614,4,Orange
615,1,Togo Cellulaire / TogoCel
615,2,Telecel/MOOV
615,3,Atlantique Telecom / Moov / Telecel/MOOV
616,1,Libercom
616,2,Moov
616,3,MTN
616,4,Bell Benin/BBCOM
616,5,GloMobile
617,1,my.t mobile
617,2,Chili
617,3,Chili
617,10,Emtel
618,1,MTN / Lonestar
618,2,Libercell
618,4,Novafone
618,7,Orange
618,20,LibTelco
619,1,Orange
619,2,Tigo/Millicom
619,3,Africell
619,4,Comium
619,5,Africell
619,7,Qcell
619,25,Mobitel
619,299,IPTel / Onlime / SierraTel
620,1,MTN
620,2,Vodafone
620,3,Airtel
620,4,Expresso Ghana Ltd
620,5,National Security
620,6,Airtel
620,7,Glo
620,8,Surfline
620,299,Comsys
621,1,Visafone
621,20,Airtel
621,25,Visafone
621,27,Smile
621,30,MTN
621,40,ntel
621,50,Glo Mobile
621,60,9mobile
621,99,Starcomms
621,299,Alpha Technologies / Zodafones
622,1,Airtel
622,2,Tchad Mobile
622,3,Moov
622,4,Salam
623,1,Moov
623,2,Telecel
623,3,Orange
623,4,Azur
623,299,Failed Calls / Socatel
624,1,MTN
624,2,Orange
624,4,Nexttel
625,1,CVMovel
625,2,Unitel T+
626,1,CSTmovel
626,2,Unitel
627,1,Orange
627,3,Muni
627,299,Failed Calls
628,1,Libertis
628,2,MOOV/Telecel
628,3,Airtel
628,4,Azur/Usan S.A.
628,299,Failed Calls
629,1,Airtel
629,2,Azur SA (ETC)
629,7,Warid
629,10,MTN
630,1,Vodacom
630,2,Airtel
630,5,Supercell
630,86,Orange
630,88,Yozma Timeturns
630,89,TIGO/Oasis
630,90,Africell
630,299,Failed Calls / Tatem
631,2,Unitel
631,4,MoviCel
632,1,Guinetel
632,2,MTN
632,3,Orange
632,999,Fix	Line
633,1,Cable & Wireless
633,2,Smartcom
633,5,Intelvision
633,10,Airtel
634,0,Canar Telecom
634,1,Zain
634,2,MTN
634,3,MTN
634,5,Canar Telecom
634,6,Zain
634,7,Sudani One
634,8,Canar Telecom
634,15,Sudani One
634,22,MTN
634,999,Fix Line
635,10,MTN
635,13,Airtel
635,14,Airtel
636,1,Ethio Mobile
637,1,Telesom
637,4,Somafone
637,10,Nationlink
637,19,Hormuud
637,30,Golis
637,50,Hormuud
637,60,Nationlink
637,70,Onkod
637,71,Somtel
637,82,Telcom Mobile
637,299,AirSom / NETCO / SomNetworks
638,1,Evatis
639,1,Safaricom
639,2,Safaricom
639,3,Airtel
639,4,Mobile Pay
639,5,Airtel
639,6,Finserve Africa
639,7,Telkom
639,9,Homeland Media
639,10,Jamii Telecommunications
639,11,Jambo Telcoms
639,12,Infura
639,299,eferio
640,1,Tri Telecomm. Ltd.
640,2,Tigo / MIC
640,3,Zanzibar Telecom / Zantel
640,4,Vodacom
640,5,Airtel
640,6,Dovetel (T) Ltd
640,7,Tanzania Telecommunication Corporation
640,8,Benson Informatics Ltd
640,9,Halotel / Viettel
640,11,Smile Communications
640,13,WiAfrica
640,14,MO Mobile
640,99,Mkulima African Telecommunication
641,1,Airtel
641,4,Lycamobile
641,10,MTN
641,11,Mango
641,14,Orange
641,18,Suretelecom Uganda Ltd
641,22,Airtel
641,30,K2 Telecom Ltd
641,33,Smile
641,66,i-Tel Ltd
641,999,Fix Line
642,1,Leo
642,2,Africel / Safaris
642,3,ONAMOB
642,7,Smart
642,8,Lumitel
642,82,Leo
642,999,Fix	Line
643,1,TMCEL
643,3,Movitel
643,4,Vodacom
645,1,Airtel
645,2,MTN
645,3,Zamtel
645,299,Failed Calls
646,1,Airtel
646,2,Orange
646,3,Sacel
646,4,Telma
646,299,Bip
647,0,Orange
647,1,Maore Mobile
647,2,Only
647,3,Only
647,4,ZEOP Mobile
647,10,SFR
648,1,NetOne
648,3,Telecel
648,4,Econet
649,1,MTC
649,2,Switch/Nam. Telec.
649,3,TN Mobile
649,299,Demshi
650,1,TNM
650,10,Airtel
651,1,Vodacom
651,2,Econet
652,1,Mascom
652,2,Orange
652,4,beMobile
653,1,EswatiniTelecom
653,2,Eswatini Mobile
653,10,Swazi MTN
654,1,HURI
654,2,Telma
654,299,Failed Calls
655,1,Vodacom
655,2,Telkom
655,5,Telkom
655,6,Sentech
655,7,Cell C
655,10,MTN
655,12,MTN
655,19,Rain
655,21,Cape Town Metropolitan
655,38,Rain
655,73,Rain
655,74,Rain
655,299,Lycamobile
657,1,Eritel
658,299,Failed Calls
659,2,MTN
659,3,Gemtel Ltd (South Sudan
659,4,Network of The World Ltd (NOW) (South Sudan
659,6,Zain
659,299,Digitel / Failed Calls
702,67,DigiCell
702,68,International Telco (INTELCO)
702,69,Smart
702,99,Smart
702,299,Failed Calls
704,1,Claro
704,2,TIGO/COMCEL
704,3,Telefonica
706,1,CLARO/CTE
706,2,Digicel
706,3,Telemovil
706,4,Telefonica
706,5,INTELFON SA de CV
708,1,SERCOM/CLARO
708,2,Telefonica/CELTEL
708,30,HonduTel
708,40,Digicel
710,21,Empresa Nicaraguense de Telecomunicaciones SA (ENITEL)
710,30,Movistar
710,73,Claro
710,999,Fix Line
712,1,ICE
712,2,ICE
712,3,Claro
712,4,Movistar
712,20,Virtualis
712,999,Fix Line
714,1,Cable & W./Mas Movil
714,2,Movistar
714,3,Claro
714,4,Digicel
714,20,Movistar
714,999,Fix Line
716,1,GlobalStar
716,2,GlobalStar
716,6,Movistar
716,7,Nextel
716,10,Claro /Amer.Mov./TIM
716,15,Viettel Mobile
716,17,Nextel
716,20,Claro /Amer.Mov./TIM
722,7,Movistar / Movistar/Telefonica
722,10,Movistar
722,20,Nextel
722,31,Claro
722,34,Personal
722,70,Movistar / Movistar/Telefonica
722,299,Express / Imowi / IPLAN
722,310,Claro
722,320,Claro
722,330,Claro
722,340,Personal
722,341,Personal
722,999,Fix Line
724,0,Nextel (Telet)
724,1,Vivo S.A./Telemig
724,2,TIM
724,3,TIM
724,4,TIM
724,5,Claro/Albra/America Movil
724,6,Vivo S.A./Telemig
724,7,CTBC/Triangulo
724,8,TIM
724,10,Vivo S.A./Telemig
724,11,Vivo S.A./Telemig
724,12,Claro/Albra/America Movil
724,15,Sercontel Cel
724,16,Brazil Telcom
724,19,Vivo S.A./Telemig
724,23,Vivo S.A./Telemig
724,24,Amazonia Celular S/A
724,26,AmericaNet
724,30,Oi (TNL PCS / Oi)
724,31,Oi (TNL PCS / Oi)
724,32,CTBC Celular SA (CTBC)
724,33,CTBC Celular SA (CTBC)
724,34,CTBC Celular SA (CTBC)
724,37,Unicel do Brasil Telecomunicacoes Ltda
724,38,Claro/Albra/America Movil
724,39,Nextel (Telet)
724,54,PORTO SEGURO TELECOMUNICACOES
730,0,TESAM SA
730,1,Entel Telefonia Mov
730,2,TELEFONICA
730,3,Claro
730,4,Nextel SA
730,5,Nextel SA
730,6,Blue Two Chile SA
730,7,TELEFONICA
730,8,VTR Banda Ancha SA
730,9,Nextel SA
730,10,Entel Telefonia
730,11,Celupago SA
730,12,Telestar Movil SA
730,13,Tribe Mobile SPA
730,14,Netline Telefonica Movil Ltda
730,15,Cibeles Telecom SA
730,19,Sociedad Falabella Movil SPA
732,1,Movistar
732,2,Edatel
732,20,UNE
732,101,Claro
732,102,Movistar
732,103,Tigo
732,111,Tigo
732,123,Movistar
732,130,Avantel
732,142,UNE
732,154,Virgin Mobile
732,165,Tigo
732,187,eTb
732,199,SUMA movil
732,220,Libre Tecnologias
732,230,Setroc Mobile
732,240,Flash Mobile
732,299,ATnet / Eztalk Mobile / Gomobile
732,360,WOM
732,666,Claro
732,999,Fix Line
734,1,DigiTel C.A.
734,2,DigiTel C.A.
734,3,DigiTel C.A.
734,4,Movistar/TelCel
734,6,Movilnet C.A.
736,1,Viva/Nuevatel
736,2,Entel Pcs
736,3,Tigo
738,1,DigiCel
738,2,Cellink Plus
740,0,Failed Call(s) / MOVISTAR/OteCel
740,1,Claro/Porta
740,2,CNT Mobile
740,3,Tuenti
744,1,Hola/VOX
744,2,Claro/Hutchison
744,3,Compa
744,4,Tigo/Telecel
744,5,TIM/Nucleo/Personal
746,1,Telesur
746,2,Telecommunicatiebedrijf Suriname (TELESUR)
746,3,Digicel
746,4,UNIQA
746,999,Fix Line
748,0,Ancel/Antel
748,1,Ancel/Antel
748,3,Ancel/Antel
748,7,MOVISTAR
748,10,Claro/AM Wireless
750,1,Sure
901,5,Thuraya Satellite
901,11,InMarSAT
901,12,Maritime Communications Partner AS
901,13,Antarctica
901,14,AeroMobile
